"Part Number","Library Ref","Description","Mount","Frequency","Manufacturer","Manufacturer Part Number","Footprint Ref","Height","HelpURL","Max Operating Temperature","Min Operating Temperature","Status","RoHS","Impedance"
"2450AT18B100E","ANT_2450AT18B100E","Chip Antenna, Ism Band, 2.4GHZ-2.5GHZ, 50 Ohm","Surface Mount","2.45GHz","Johanson","2450AT18B100E","ANT_2450AT18B100E","1mm","http://datasheet.octopart.com/2450AT18B100E-Johanson-datasheet-8373909.pdf","85","-40","MK","Complianr","50Ohm"
