"Part Number","Library Ref","Description","Tolerance","Mount","Footprint Ref","Height","HelpURL","Length","Max Operating Temperature","Resistance","Manufacturer","Manufacturer Part Number","RoHS","Status"
"TC33X-2-503E","TC33X-2-503E","TRIMMER 50K OHM 0.1W J LEAD TOP","0.25","Surface Mount","TC33X-2-503E-Footprint-1","1.2mm","https://pl.mouser.com/datasheet/2/54/c33-778219.pdf","3.8mm","100°C","50k","Bourns","TC33X-2-503E","Compliant","MK"
