"Part Number","Library Ref","Footprint Ref","Manufacturer","Manufacturer Part Number","Description","Number of Comparators","Case/Package","Mount","Response Time","Height","Input Offset Voltage","Marking","Max Operating Temperature","Max Supply Voltage","Min Supply Voltage","HelpURL","Number of Pins","RoHS","Supplier Part Number 1","Supplier 1"
"LM339A","LM339A","SOIC127P600X175-14N","Texas Instruments","LM339AD","Quad Diffrential Comparator","4","SOIC8","Surface Mount","1.3us","1.75mm","2mV","LM339A","70","36V","2V","http://www.ti.com/lit/ds/symlink/lm339a.pdf","14","Compliant",,
