"Part Number","Library Ref","Footprint Ref","Manufacturer","Case/Package","Description","Mount","Polarity","Height","HelpURL","Interface","Max Operating Temperature","Max Supply Voltage","Min Supply Voltage","Resolution","RoHS","Sampling Rate","Status","Manufacturer Part Number","Supplier Part Number 1","Supplier 1"
"MCP4726A0T-E/CH","MCP4726XXX-X/CH","SOT23-6_SC74A_SOT753","Microchip","SOT23-6","1 Channel DAC 8 bit","Surface Mount","Unipolar","1.3mm","http://datasheet.octopart.com/MCP4706A0T-E/CH-Microchip-datasheet-11052890.pdf","I2C","125","5.5","2.7","12bit","Compliant",,"MK","MCP4726A0T-E/CH",,
