"Part Number","Library Ref","Footprint Ref","Description","Gender","Mount","Number of Rows","Pitch","Height","HelpURL","Max Operating Temperature","Number of Positions","RoHS","Manufacturer","Manufacturer Part Number","Supplier 1","Supplier Part Number 1","Supplier Unit Price 1","Status"
"747250-4","DB9","747250-4","Conn D-Subminiature","Male","Through Hole","2",,,"https://octopart.com/datasheet/747250-4-te+connectivity-46688418","105","9","Compliant","TE Connectivity","747250-4",,,,
