"Part Number","Library Ref","Footprint Ref","Manufacturer","Manufacturer Part Number","Description","HelpURL","Max Operating Temperature","Mount","RoHS","Status","Fuse Size","Max Current"
"3557-2","3557-2","3557-2","Keystone","3557-2","ATO/ATC Fuse Holder","http://datasheet.octopart.com/3557-2-Keystone-datasheet-15715937.pdf","145","Through Hole","Compliant","MK","ATP/ATC","20"
