"Part Number","Library Ref","Manufacturer Part Number","Description","Manufacturer","ComponentType","Footprint Ref","HelpURL","Status","Symbol Name"
"TEMD5120X01","TEMD5120X01","TEMD5120X01",,"Vishay","Optoelectronics","TEMD5120X01","http://datasheet.octopart.com/TEMD5120X01-Vishay-datasheet-8511192.pdf",,"PD"
